text,label_manual
Pengirimannya sangat jelek.,Negatif
Produknya lumayan kasar.,Negatif
Barang ini benar-benar mengecewakan.,Negatif
Barang ini sangat penyok.,Negatif
Paketnya agak palsu.,Negatif
Bahannya benar-benar halus.,Positif
Produknya agak oke.,Positif
Pengirimannya lumayan rusak.,Negatif
Pengirimannya lumayan memuaskan.,Positif
Barang ini benar-benar rusak.,Negatif
Pelayanannya sangat rapi.,Positif
Kualitasnya cukup penyok.,Negatif
Kualitasnya benar-benar kasar.,Negatif
Barang ini terlalu penyok.,Negatif
Barang ini agak rapi.,Positif
Kualitasnya benar-benar lambat.,Negatif
Paketnya agak mengecewakan.,Negatif
Paketnya benar-benar oke.,Positif
Kualitasnya terlalu penyok.,Negatif
Barang ini terlalu mengecewakan.,Negatif
Produknya terlalu bagus.,Positif
Pengirimannya lumayan jelek.,Negatif
Paketnya terlalu cepat.,Positif
Produknya cukup kasar.,Negatif
Pelayanannya sangat bagus.,Positif
Barang ini agak mengecewakan.,Negatif
Pelayanannya benar-benar jelek.,Negatif
Pengirimannya lumayan bagus.,Positif
Bahannya sangat penyok.,Negatif
Pengirimannya terlalu memuaskan.,Positif
Paketnya agak oke.,Positif
Pengirimannya terlalu penyok.,Negatif
Kualitasnya lumayan buruk.,Negatif
Barang ini sangat rapi.,Positif
Bahannya terlalu mengecewakan.,Negatif
Barang ini agak mengecewakan.,Negatif
Paketnya lumayan buruk.,Negatif
Bahannya lumayan kasar.,Negatif
Pelayanannya lumayan rusak.,Negatif
Pelayanannya agak jelek.,Negatif
Pengirimannya benar-benar buruk.,Negatif
Pelayanannya benar-benar mengecewakan.,Negatif
Bahannya sangat mantap.,Positif
Bahannya benar-benar palsu.,Negatif
Bahannya terlalu jelek.,Negatif
Paketnya benar-benar bagus.,Positif
Produknya cukup bagus.,Positif
Pengirimannya terlalu kasar.,Negatif
Produknya sangat kasar.,Negatif
Kualitasnya sangat palsu.,Negatif
Bahannya terlalu buruk.,Negatif
Kualitasnya terlalu lambat.,Negatif
Kualitasnya agak halus.,Positif
Pelayanannya lumayan palsu.,Negatif
Produknya benar-benar memuaskan.,Positif
Pengirimannya terlalu mengecewakan.,Negatif
Kualitasnya lumayan original.,Positif
Barang ini agak halus.,Positif
Barang ini terlalu rusak.,Negatif
Bahannya sangat halus.,Positif
Pelayanannya agak rapi.,Positif
Produknya sangat palsu.,Negatif
Pengirimannya benar-benar bagus.,Positif
Barang ini agak halus.,Positif
Barang ini agak lambat.,Negatif
Pengirimannya agak lambat.,Negatif
Kualitasnya agak keren.,Positif
Paketnya lumayan buruk.,Negatif
Pelayanannya sangat rapi.,Positif
Paketnya sangat halus.,Positif
Pengirimannya cukup buruk.,Negatif
Bahannya agak bagus.,Positif
Paketnya benar-benar kasar.,Negatif
Barang ini terlalu halus.,Positif
Pengirimannya cukup jelek.,Negatif
Paketnya terlalu penyok.,Negatif
Paketnya sangat buruk.,Negatif
Paketnya benar-benar lambat.,Negatif
Barang ini sangat buruk.,Negatif
Produknya sangat oke.,Positif
Pengirimannya sangat halus.,Positif
Pengirimannya benar-benar cepat.,Positif
Barang ini sangat halus.,Positif
Pelayanannya benar-benar rusak.,Negatif
Barang ini lumayan penyok.,Negatif
Paketnya agak bagus.,Positif
Kualitasnya lumayan lambat.,Negatif
Pengirimannya sangat rapi.,Positif
Produknya benar-benar oke.,Positif
Barang ini benar-benar lambat.,Negatif
Barang ini terlalu kasar.,Negatif
Bahannya benar-benar mantap.,Positif
Produknya agak penyok.,Negatif
Produknya benar-benar penyok.,Negatif
Produknya sangat bagus.,Positif
Produknya lumayan memuaskan.,Positif
Pengirimannya cukup cepat.,Positif
Bahannya lumayan bagus.,Positif
Bahannya cukup original.,Positif
Barang ini sangat rapi.,Positif
Barang ini benar-benar mengecewakan.,Negatif
Bahannya sangat keren.,Positif
Pengirimannya agak original.,Positif
Pengirimannya cukup buruk.,Negatif
Kualitasnya terlalu mantap.,Positif
Produknya lumayan palsu.,Negatif
Paketnya lumayan oke.,Positif
Paketnya cukup buruk.,Negatif
Barang ini agak buruk.,Negatif
Paketnya agak jelek.,Negatif
Pelayanannya lumayan lambat.,Negatif
Paketnya benar-benar penyok.,Negatif
Pelayanannya agak rusak.,Negatif
Produknya agak original.,Positif
Paketnya cukup memuaskan.,Positif
Kualitasnya cukup mantap.,Positif
Barang ini cukup bagus.,Positif
Paketnya lumayan mengecewakan.,Negatif
Kualitasnya agak rapi.,Positif
Paketnya agak jelek.,Negatif
Paketnya lumayan keren.,Positif
Barang ini benar-benar cepat.,Positif
Produknya lumayan cepat.,Positif
Produknya terlalu oke.,Positif
Kualitasnya agak rapi.,Positif
Bahannya cukup mantap.,Positif
Paketnya terlalu halus.,Positif
Produknya lumayan kasar.,Negatif
Kualitasnya benar-benar buruk.,Negatif
Produknya cukup penyok.,Negatif
Paketnya agak rusak.,Negatif
Produknya lumayan rusak.,Negatif
Pengirimannya agak mengecewakan.,Negatif
Pengirimannya benar-benar rapi.,Positif
Bahannya cukup kasar.,Negatif
Barang ini sangat penyok.,Negatif
Produknya agak keren.,Positif
Paketnya lumayan mengecewakan.,Negatif
Kualitasnya lumayan mengecewakan.,Negatif
Produknya sangat buruk.,Negatif
Kualitasnya sangat mantap.,Positif
Bahannya lumayan palsu.,Negatif
Pengirimannya sangat keren.,Positif
Kualitasnya sangat lambat.,Negatif
Pengirimannya agak lambat.,Negatif
Barang ini agak mengecewakan.,Negatif
Kualitasnya lumayan keren.,Positif
Kualitasnya cukup rapi.,Positif
Pengirimannya cukup penyok.,Negatif
Barang ini benar-benar oke.,Positif
Kualitasnya sangat mengecewakan.,Negatif
Bahannya sangat mantap.,Positif
Barang ini lumayan cepat.,Positif
Produknya benar-benar original.,Positif
Paketnya cukup jelek.,Negatif
Produknya sangat buruk.,Negatif
Paketnya sangat cepat.,Positif
Bahannya terlalu mantap.,Positif
Pengirimannya terlalu halus.,Positif
Barang ini sangat penyok.,Negatif
Produknya cukup kasar.,Negatif
Bahannya cukup palsu.,Negatif
Pengirimannya terlalu kasar.,Negatif
Pelayanannya cukup rapi.,Positif
Paketnya cukup mantap.,Positif
Produknya terlalu halus.,Positif
Barang ini benar-benar rusak.,Negatif
Barang ini terlalu oke.,Positif
Bahannya sangat lambat.,Negatif
Kualitasnya sangat halus.,Positif
Barang ini agak mantap.,Positif
Pengirimannya sangat lambat.,Negatif
Kualitasnya benar-benar mantap.,Positif
Pelayanannya cukup palsu.,Negatif
Kualitasnya lumayan jelek.,Negatif
Paketnya lumayan rusak.,Negatif
Paketnya terlalu palsu.,Negatif
Paketnya terlalu original.,Positif
Pelayanannya lumayan memuaskan.,Positif
Barang ini cukup halus.,Positif
Kualitasnya sangat buruk.,Negatif
Pelayanannya agak oke.,Positif
Kualitasnya sangat oke.,Positif
Paketnya sangat bagus.,Positif
Paketnya sangat oke.,Positif
Barang ini benar-benar bagus.,Positif
Pengirimannya lumayan memuaskan.,Positif
Bahannya sangat mantap.,Positif
Kualitasnya sangat rapi.,Positif
Paketnya terlalu palsu.,Negatif
Pelayanannya agak halus.,Positif
Bahannya terlalu rusak.,Negatif
Pelayanannya agak buruk.,Negatif
Kualitasnya benar-benar buruk.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Pengirimannya benar-benar mengecewakan.,Negatif
Kualitasnya agak kasar.,Negatif
Pelayanannya sangat memuaskan.,Positif
Kualitasnya cukup lambat.,Negatif
Pengirimannya lumayan palsu.,Negatif
Kualitasnya sangat kasar.,Negatif
Paketnya benar-benar buruk.,Negatif
Pelayanannya agak mantap.,Positif
Pelayanannya cukup original.,Positif
Pengirimannya lumayan original.,Positif
Paketnya lumayan buruk.,Negatif
Kualitasnya benar-benar rusak.,Negatif
Kualitasnya sangat rapi.,Positif
Bahannya cukup cepat.,Positif
Produknya lumayan mengecewakan.,Negatif
Kualitasnya benar-benar keren.,Positif
Kualitasnya agak kasar.,Negatif
Barang ini benar-benar halus.,Positif
Paketnya sangat cepat.,Positif
Kualitasnya benar-benar rapi.,Positif
Paketnya sangat jelek.,Negatif
Barang ini agak mengecewakan.,Negatif
Pengirimannya lumayan original.,Positif
Kualitasnya agak cepat.,Positif
Bahannya lumayan penyok.,Negatif
Bahannya agak oke.,Positif
Produknya benar-benar halus.,Positif
Pengirimannya sangat rapi.,Positif
Pelayanannya terlalu memuaskan.,Positif
Kualitasnya terlalu cepat.,Positif
Kualitasnya sangat original.,Positif
Pelayanannya terlalu kasar.,Negatif
Pelayanannya benar-benar mantap.,Positif
Kualitasnya sangat bagus.,Positif
Produknya benar-benar original.,Positif
Paketnya agak rusak.,Negatif
Produknya lumayan mantap.,Positif
Pelayanannya terlalu memuaskan.,Positif
Produknya terlalu memuaskan.,Positif
Kualitasnya cukup oke.,Positif
Produknya sangat mengecewakan.,Negatif
Produknya sangat memuaskan.,Positif
Pelayanannya sangat oke.,Positif
Paketnya benar-benar mengecewakan.,Negatif
Kualitasnya cukup keren.,Positif
Pengirimannya agak memuaskan.,Positif
Bahannya lumayan rusak.,Negatif
Barang ini cukup keren.,Positif
Barang ini lumayan mantap.,Positif
Pengirimannya benar-benar cepat.,Positif
Produknya lumayan memuaskan.,Positif
Pelayanannya benar-benar palsu.,Negatif
Kualitasnya sangat halus.,Positif
Pengirimannya agak cepat.,Positif
Pengirimannya sangat jelek.,Negatif
Pelayanannya lumayan buruk.,Negatif
Pelayanannya benar-benar mengecewakan.,Negatif
Paketnya lumayan palsu.,Negatif
Kualitasnya lumayan original.,Positif
Barang ini terlalu cepat.,Positif
Pelayanannya benar-benar palsu.,Negatif
Kualitasnya sangat mengecewakan.,Negatif
Barang ini sangat palsu.,Negatif
Barang ini agak mengecewakan.,Negatif
Bahannya agak original.,Positif
Barang ini cukup penyok.,Negatif
Barang ini benar-benar jelek.,Negatif
Kualitasnya benar-benar buruk.,Negatif
Barang ini terlalu kasar.,Negatif
Pelayanannya benar-benar buruk.,Negatif
Kualitasnya benar-benar kasar.,Negatif
Bahannya agak memuaskan.,Positif
Produknya cukup mantap.,Positif
Barang ini agak keren.,Positif
Pengirimannya benar-benar mengecewakan.,Negatif
Bahannya terlalu rapi.,Positif
Bahannya terlalu penyok.,Negatif
Produknya terlalu oke.,Positif
Pelayanannya benar-benar buruk.,Negatif
Barang ini sangat rapi.,Positif
Pelayanannya benar-benar rapi.,Positif
Pelayanannya benar-benar halus.,Positif
Pelayanannya sangat rusak.,Negatif
Produknya sangat jelek.,Negatif
Paketnya terlalu rusak.,Negatif
Produknya cukup jelek.,Negatif
Pelayanannya terlalu halus.,Positif
Barang ini sangat buruk.,Negatif
Pengirimannya lumayan rusak.,Negatif
Bahannya lumayan palsu.,Negatif
Paketnya sangat penyok.,Negatif
Produknya sangat penyok.,Negatif
Pelayanannya cukup oke.,Positif
Kualitasnya sangat rusak.,Negatif
Pelayanannya agak memuaskan.,Positif
Pengirimannya terlalu jelek.,Negatif
Kualitasnya lumayan kasar.,Negatif
Paketnya cukup mengecewakan.,Negatif
Pelayanannya agak palsu.,Negatif
Paketnya lumayan lambat.,Negatif
Pelayanannya cukup mantap.,Positif
Barang ini cukup rapi.,Positif
Barang ini agak palsu.,Negatif
Produknya cukup mengecewakan.,Negatif
Produknya cukup mantap.,Positif
Paketnya sangat original.,Positif
Barang ini sangat bagus.,Positif
Barang ini terlalu kasar.,Negatif
Bahannya agak penyok.,Negatif
Barang ini benar-benar lambat.,Negatif
Pelayanannya lumayan penyok.,Negatif
Produknya lumayan memuaskan.,Positif
Bahannya cukup oke.,Positif
Paketnya terlalu rusak.,Negatif
Pelayanannya benar-benar rapi.,Positif
Bahannya lumayan mantap.,Positif
Bahannya benar-benar oke.,Positif
Pengirimannya sangat palsu.,Negatif
Bahannya lumayan palsu.,Negatif
Produknya sangat original.,Positif
Bahannya lumayan oke.,Positif
Bahannya cukup penyok.,Negatif
Bahannya benar-benar palsu.,Negatif
Pelayanannya agak mantap.,Positif
Bahannya terlalu palsu.,Negatif
Pengirimannya sangat penyok.,Negatif
Barang ini benar-benar lambat.,Negatif
Paketnya sangat palsu.,Negatif
Barang ini benar-benar bagus.,Positif
Pelayanannya sangat mengecewakan.,Negatif
Paketnya lumayan oke.,Positif
Pelayanannya agak memuaskan.,Positif
Bahannya benar-benar original.,Positif
Barang ini cukup memuaskan.,Positif
Kualitasnya agak memuaskan.,Positif
Kualitasnya sangat kasar.,Negatif
Paketnya lumayan rusak.,Negatif
Pengirimannya sangat bagus.,Positif
Kualitasnya benar-benar mantap.,Positif
Pelayanannya terlalu rusak.,Negatif
Paketnya sangat keren.,Positif
Kualitasnya terlalu keren.,Positif
Pelayanannya sangat buruk.,Negatif
Bahannya terlalu buruk.,Negatif
Kualitasnya benar-benar bagus.,Positif
Paketnya agak cepat.,Positif
Paketnya benar-benar rapi.,Positif
Paketnya lumayan kasar.,Negatif
Kualitasnya lumayan kasar.,Negatif
Paketnya benar-benar kasar.,Negatif
Bahannya terlalu cepat.,Positif
Pelayanannya lumayan mengecewakan.,Negatif
Produknya lumayan palsu.,Negatif
Kualitasnya agak cepat.,Positif
Pengirimannya sangat oke.,Positif
Pelayanannya terlalu halus.,Positif
Kualitasnya agak cepat.,Positif
Kualitasnya benar-benar buruk.,Negatif
Paketnya lumayan mengecewakan.,Negatif
Pengirimannya terlalu memuaskan.,Positif
Barang ini benar-benar halus.,Positif
Pelayanannya cukup original.,Positif
Bahannya agak original.,Positif
Paketnya benar-benar mantap.,Positif
Pengirimannya cukup penyok.,Negatif
Kualitasnya sangat rusak.,Negatif
Barang ini agak cepat.,Positif
Pelayanannya terlalu rusak.,Negatif
Paketnya agak memuaskan.,Positif
Produknya cukup keren.,Positif
Produknya cukup buruk.,Negatif
Kualitasnya terlalu oke.,Positif
Bahannya sangat kasar.,Negatif
Produknya cukup palsu.,Negatif
Produknya terlalu mengecewakan.,Negatif
Bahannya terlalu original.,Positif
Pengirimannya terlalu rapi.,Positif
Kualitasnya sangat memuaskan.,Positif
Produknya agak cepat.,Positif
Bahannya benar-benar rusak.,Negatif
Produknya agak rusak.,Negatif
Pelayanannya sangat cepat.,Positif
Pengirimannya cukup palsu.,Negatif
Kualitasnya cukup keren.,Positif
Paketnya agak penyok.,Negatif
Barang ini benar-benar keren.,Positif
Kualitasnya cukup rapi.,Positif
Barang ini benar-benar rusak.,Negatif
Produknya agak oke.,Positif
Paketnya agak halus.,Positif
Produknya sangat rusak.,Negatif
Kualitasnya lumayan bagus.,Positif
Kualitasnya sangat penyok.,Negatif
Produknya cukup rusak.,Negatif
Paketnya agak rapi.,Positif
Paketnya sangat rusak.,Negatif
Pelayanannya agak cepat.,Positif
Paketnya lumayan rapi.,Positif
Barang ini sangat original.,Positif
Paketnya sangat rusak.,Negatif
Paketnya agak halus.,Positif
Pengirimannya terlalu palsu.,Negatif
Barang ini agak kasar.,Negatif
Produknya agak memuaskan.,Positif
Paketnya terlalu rapi.,Positif
Bahannya cukup jelek.,Negatif
Produknya agak rapi.,Positif
Paketnya terlalu cepat.,Positif
Produknya agak bagus.,Positif
Paketnya sangat jelek.,Negatif
Pelayanannya cukup halus.,Positif
Pelayanannya terlalu jelek.,Negatif
Produknya cukup rusak.,Negatif
Bahannya lumayan bagus.,Positif
Produknya sangat cepat.,Positif
Bahannya benar-benar cepat.,Positif
Pengirimannya cukup oke.,Positif
Bahannya benar-benar mengecewakan.,Negatif
Bahannya terlalu lambat.,Negatif
Produknya cukup mengecewakan.,Negatif
Kualitasnya lumayan palsu.,Negatif
Pengirimannya agak rapi.,Positif
Pelayanannya lumayan halus.,Positif
Bahannya terlalu mengecewakan.,Negatif
Barang ini terlalu memuaskan.,Positif
Paketnya cukup kasar.,Negatif
Kualitasnya lumayan rusak.,Negatif
Produknya lumayan bagus.,Positif
Pengirimannya agak mengecewakan.,Negatif
Kualitasnya lumayan jelek.,Negatif
Pelayanannya benar-benar mengecewakan.,Negatif
Barang ini cukup lambat.,Negatif
Barang ini agak memuaskan.,Positif
Bahannya cukup memuaskan.,Positif
Produknya cukup oke.,Positif
Produknya cukup buruk.,Negatif
Pengirimannya agak penyok.,Negatif
Kualitasnya lumayan oke.,Positif
Pengirimannya terlalu keren.,Positif
Kualitasnya benar-benar kasar.,Negatif
Bahannya cukup mantap.,Positif
Produknya cukup halus.,Positif
Pengirimannya lumayan lambat.,Negatif
Barang ini terlalu rusak.,Negatif
Pengirimannya terlalu lambat.,Negatif
Bahannya benar-benar buruk.,Negatif
Paketnya lumayan buruk.,Negatif
Pengirimannya lumayan keren.,Positif
Paketnya lumayan mantap.,Positif
Produknya cukup palsu.,Negatif
Kualitasnya cukup rusak.,Negatif
Pengirimannya cukup mantap.,Positif
Produknya cukup mantap.,Positif
Pengirimannya benar-benar oke.,Positif
Pengirimannya terlalu memuaskan.,Positif
Pelayanannya agak bagus.,Positif
Bahannya sangat original.,Positif
Pengirimannya agak kasar.,Negatif
Kualitasnya agak bagus.,Positif
Produknya sangat mengecewakan.,Negatif
Pelayanannya agak lambat.,Negatif
Barang ini agak keren.,Positif
Kualitasnya benar-benar jelek.,Negatif
Bahannya sangat kasar.,Negatif
Pelayanannya agak bagus.,Positif
Barang ini benar-benar rusak.,Negatif
Bahannya cukup rapi.,Positif
Barang ini sangat original.,Positif
Pelayanannya benar-benar oke.,Positif
Produknya agak mengecewakan.,Negatif
Barang ini terlalu cepat.,Positif
Bahannya sangat bagus.,Positif
Kualitasnya agak kasar.,Negatif
Paketnya agak lambat.,Negatif
Barang ini agak oke.,Positif
Bahannya lumayan mengecewakan.,Negatif
Pelayanannya agak memuaskan.,Positif
Paketnya cukup rapi.,Positif
Pengirimannya sangat original.,Positif
Paketnya sangat cepat.,Positif
Kualitasnya terlalu memuaskan.,Positif
Pelayanannya lumayan jelek.,Negatif
Bahannya benar-benar penyok.,Negatif
Bahannya agak memuaskan.,Positif
Kualitasnya lumayan oke.,Positif
Barang ini benar-benar memuaskan.,Positif
Bahannya benar-benar kasar.,Negatif
Produknya benar-benar palsu.,Negatif
Paketnya sangat oke.,Positif
Barang ini cukup oke.,Positif
Bahannya benar-benar mengecewakan.,Negatif
Paketnya lumayan keren.,Positif
Produknya benar-benar buruk.,Negatif
Barang ini sangat rapi.,Positif
Paketnya terlalu buruk.,Negatif
Produknya benar-benar buruk.,Negatif
Kualitasnya benar-benar jelek.,Negatif
Barang ini cukup jelek.,Negatif
Paketnya agak mantap.,Positif
Pelayanannya agak kasar.,Negatif
Pelayanannya agak halus.,Positif
Kualitasnya lumayan jelek.,Negatif
Pengirimannya sangat buruk.,Negatif
Kualitasnya cukup mengecewakan.,Negatif
Kualitasnya cukup jelek.,Negatif
Paketnya agak jelek.,Negatif
Produknya sangat oke.,Positif
Produknya cukup kasar.,Negatif
Barang ini agak jelek.,Negatif
Pelayanannya sangat jelek.,Negatif
Barang ini terlalu oke.,Positif
Barang ini benar-benar cepat.,Positif
Bahannya lumayan rusak.,Negatif
Barang ini benar-benar lambat.,Negatif
Produknya cukup keren.,Positif
Paketnya benar-benar cepat.,Positif
Produknya benar-benar memuaskan.,Positif
Pengirimannya cukup palsu.,Negatif
Pelayanannya terlalu memuaskan.,Positif
Kualitasnya terlalu keren.,Positif
Kualitasnya cukup memuaskan.,Positif
Barang ini cukup buruk.,Negatif
Kualitasnya lumayan jelek.,Negatif
Bahannya terlalu halus.,Positif
Produknya lumayan mengecewakan.,Negatif
Barang ini terlalu oke.,Positif
Produknya cukup oke.,Positif
Kualitasnya lumayan palsu.,Negatif
Barang ini sangat palsu.,Negatif
Barang ini cukup oke.,Positif
Pengirimannya terlalu keren.,Positif
Barang ini sangat keren.,Positif
Kualitasnya cukup original.,Positif
Barang ini sangat kasar.,Negatif
Barang ini benar-benar mengecewakan.,Negatif
Bahannya benar-benar oke.,Positif
Kualitasnya lumayan penyok.,Negatif
Bahannya sangat original.,Positif
Produknya agak penyok.,Negatif
Barang ini lumayan bagus.,Positif
Pelayanannya sangat rapi.,Positif
Pengirimannya sangat rusak.,Negatif
Kualitasnya sangat mantap.,Positif
Bahannya benar-benar cepat.,Positif
Barang ini terlalu penyok.,Negatif
Paketnya agak jelek.,Negatif
Pengirimannya lumayan memuaskan.,Positif
Produknya benar-benar palsu.,Negatif
Paketnya benar-benar rapi.,Positif
Kualitasnya sangat halus.,Positif
Produknya cukup halus.,Positif
Pengirimannya terlalu halus.,Positif
Paketnya sangat penyok.,Negatif
Bahannya terlalu memuaskan.,Positif
Pelayanannya terlalu rusak.,Negatif
Paketnya benar-benar rapi.,Positif
Kualitasnya terlalu rapi.,Positif
Barang ini cukup palsu.,Negatif
